id,file,emotion,text,summary_2para
561,561.wav,Proud," Kalau dulu Love at first sight, ini Love at first run. Gue baru pake ini pertama kali aja udah kelepek-kelepek dan gue udah pake ini untuk beberapa kali. Gue udah pernah pake untuk race juga dan gue dapet tibi. Tapi apakah memang benar dia so worth it itu? Atau ternyata ada kekurangan yang dia tutupin tapi gue belum tau. Tonton selengkapnya di YouTube Runhood.",
562,562.wav,Surprise," Hai guys, cuaca tuh sekarang gak nentu ya. Kadang hujan, kadang panas. Kadang bisa juga hujan seharian. Juga mood yang tiba-tiba berubah. Nah, aku mau berbagi 5 gerakan workout tanpa lat dan tips yang bisa kamu lakukan di rumah supaya kamu tetap produktif dan gak bosan. Yang pertama, jumping jack. Kamu bisa melakukannya selama 30 detik sampai 40 detik ya. Yang kedua, push up. Kamu bisa melakukan 10-12 kali repetis ya. Kalau belum kuat, kamu bisa melakukan hand release push up ya, bertumpu di lutut. Yang ketiga, wall sit. Kamu bisa lakukan 30-60 detik ya. Ini bagus banget buat melatih kor dan kaki kamu. Karena beberapa hari ini aku gak bisa lalaga di luar akibat hujan yang terus menerus, jadi aku rajin minum Hydro Coco Vita D ini. Jadi ini minuman vitamin D3 pertama di Indonesia. Vitamin dalam bentuk cair ternyata lebih efektif dan mudah diserap oleh tubuh. 100% tinggi vitamin D3, 600 ayu yang mampu penuhi kebutuhan vitamin D3 harian kamu. Jadi walaupun kalian workout di rumah, tetap dapat vitamin Dnya ya. Yuk lanjut gerakan keempat dan kelima. Yang keempat, gerakan squat. Kamu bisa melakukan 12-15 kali repetis ya. Dan gerakan kelima, tricep dip. Bagus banget buat melatih lengan biar gak gelambir. Yuk semangat semua.",
563,563.wav,Trust," Kamu suka remote kelatian sendiri? Nah, ini dia nih tips biar latihan kamu lebih efektif dan anti drama. Yang pertama, siapin gini kamu. Pakai outfit yang nyaman, sepatu yang pas, dan jangan lupa bawa tas yang bisa muat semua. Kayak yang gue pake nih, tas dari Loom. Yang kedua, jangan skip pemanasan ya. Lakukan pemanasan 5-10 menit untuk bantu otot siap tempur dan menghindari cedera. Yang ketiga, utamakan teknik, buka nego. Ga usah buru-buru angkat lubang kalau form belum benar. Salah teknik bisa bikin otot tegang, dan latihan jadi nggak maksimal. Coba tips ini sekarang biar latihan kamu meribet dan tanpa drama.",
564,564.wav,Trust," Ini dia gaya renang yang bisa kita gunakan untuk survive di kolam renang jika tidak sengaja terjatuh Yang pertama ada entry turn Gerakan ini memungkinkan kita untuk berputar ke arah deck atau pinggir kolam dan kemudian naik Untuk step nya, biasa kami menggunakan entry turn kemudian grab the wall Ketika naik caranya melakukan elbow elbow tamini Nah yang kedua yang bisa kita lakukan adalah fall and float Dimana ketika terjatuh tubuh bisa berputar balik dan mengambang melihat keatas untuk bernafas",
565,565.wav,Surprise," Hai guys, kali ini aku mau cerita lagi nih sama kalian. Soalnya banyak banget yang tanya gimana caranya buat latihan basket pemula. Pertama, kalian tuh harus belajar dasar-dasar permainannya dulu. Kayak cara dribble, shooting, dan passing. Oh iya, terus jangan lupa juga buat terus latih kondisi fisik kalian. Karena main basket itu butuh stamina, kecepatan, dan koordinasi tubuh yang baik. Peks terus konsisten dan proses belajarnya ya. By the way, karena aku lagi hype, aku ada tips nih buat kalian yang pengen tetap main basket walaulah dihalangan. Bisa pakai Charm Extra Maxi Wing. Bisa olahraga tanpa was-was, gak takut pembalut geser apalagi bocor. Dengan dua kali lock minksnya, bikin pembalut tetap ada di posisi semula. Of course dengan sayap yang lebih kuat, merekat di paken dalam. Pokoknya buat kalian jangan lupa latihin terus deh. Dan kalau mau olahraga tanpa was-was, ya pakai Charm Extra Maxi Wing.",
566,566.wav,Anger," 5 kesalahan yang sering dilakukan oleh orang-orang yang di atas umurnya 40 tahun atau 50 tahun kecundungannya semakin tua, kita biasanya kurang gerak kalau kita gerak, biasanya kesalahannya yaitu adalah kecundungannya lebih banyak cardio dibandingkan dengan latihan beban padahal latihan beban menjadi prioritas semakin kita menua",
567,567.wav,Surprise," Adakah benar bahwa Super Semar sebenarnya adalah super hero Indonesia? Itu adalah pertanyaan yang menakutkan. Saya harap dia menakutkan. Karena kita sedang membicarakan tentang surat Penta Semar. Kita tidak tahu di mana itu. Tapi dia menakutkan. Ini orang yang menakutkan dan bilang, ini super hero Indonesia. Tapi di mana leterannya? Di mana kamu pikir leter Super Semar sekarang? Kamu harus tanya Asfi Adam. Orang-orang telah melakukan penelitian tentang ini. Oke. Dengan peta, seperti Hitler Dari. Apakah itu benar? Apakah kertas pilihan dari waktu itu? Apakah tanda tanda benar? Saya tahu bahwa tekanan diberi. Karena Yusuf, General Yusuf, dan... dan lainnya, mereka pergi ke Baudenzor, pergi ke Bogor, pergi ke Istana Bogor, untuk tekanan Tsukano untuk menandatangani sesuatu. Atau, saya pikir mereka hanya kehilangan itu di mana-mana saja. Itu adalah oopsie. Saya pikir, seseorang hanya berlari dan... Saya kehilangan kertas. Tapi ini sangat Indonesia. Pada ide, kamu memiliki sebuah serat wasiat.",
568,568.wav,Surprise," Agen stage komennya lagi dok. Dua hal yang gue mau counter sebenarnya. Tapi hal yang pertama ini adalah hal yang sebenarnya kecil. Nah dokter bilang bahwa tidak ada studi di human trials. Bahwa studi-studi study study study itu kebanyakan cuma di in vivo dan in vitro. Ketauan dokter tidak baca semua references yang gue kasih di video sebelumnya. Dan yang kedua ketauan kalau dokter itu belum do proper research. Ini gue kasih beberapa research papers lagi. Dan ini khusus di human clinical trials. Bahkan ada meta analysisnya. Manfaat stevia di human, di manusia. Point kedua yang sebenarnya lebih penting adalah simple. Di video gue yang sebelumnya, gue itu mencoba menyanggah fundamental claimnya dokter. Yaitu premise nya dokter. Gue puterin videonya dulu sebentar. Penggunaan stevia dalam jangka panjang itu justru berbahaya. Karena bisa naikin risiko kayak terkena DM. Terus bisa kena kanger juga. Nah jadi fundamental claimnya dokter adalah simple. Penggunaan stevia jangka panjang bisa menaikkan risiko diabetes dan kanger. Where is the evidence? Gue gak usah minta human clinical trials. Yang tunjukin kelihatan penggunaan stevia itu menyebabkan atau menaikkan risiko diabetes dan kanger. Gak usah itu. Cari aja in vitro studies, preliminary studies. Yang tunjukin kalau suatu sel dikasih stevia tiba-tiba dia jadi diabetes. Contoh beta sel pankreas sel lain tiba-tiba gak bisa produksi insulin. Atau contoh tiba-tiba adipose tissue atau fat cells. Tiba-tiba susah meregulasi insulin dan susah meregulasi glukose. Begitu kena stevia. Itu aja. Yang kedua, tunggunaan stevia jangka panjang menyebabkan bisa menaikkan risiko kanger. Simple aja dok. Coba cari preliminary studies. Dimana mereka menggunakan cancer cell lines. Yang dikasih stevia. Tiba-tiba cancernya itu proliferate. Tiba-tiba menjadi lebih banyak gitu. Atau jadi uncontrolled growth. Jadi disini gue cuma mau share gimana cara kita itu defend our claim. Simple. You're claiming something extraordinary. Contoh menggunakan stevia bisa menaikkan risiko diabetes dan kanger. That's an extraordinary claim. Lu butuh extraordinary evidence to support it. Tapi disini gak ada. Jadi inget temen-temen. Supaya argument kita itu solid. You need supporting evidence. Tapi tolong jangan bawa WHO. Please.",
569,569.wav,Surprise," Agen stage komennya lagi dok. Dua hal yang gue mau counter sebenarnya. Tapi hal yang pertama ini adalah hal yang sebenarnya kecil. Nah dokter bilang bahwa tidak ada studi di human trials. Bahwa studi-studi study study study itu kebanyakan cuma di in vivo dan in vitro. Ketauan dokter tidak baca semua references yang gue kasih di video sebelumnya. Dan yang kedua ketauan kalau dokter itu belum do proper research. Ini gue kasih beberapa research papers lagi. Dan ini khusus di human clinical trials. Bahkan ada meta analysisnya. Manfaat stevia di human, di manusia. Point kedua yang sebenarnya lebih penting adalah simple. Di video gue yang sebelumnya, gue itu mencoba menyanggah fundamental claimnya dokter. Yaitu premise nya dokter. Gue puterin videonya dulu sebentar. Penggunaan stevia dalam jangka panjang itu justru berbahaya. Karena bisa naikin risiko kayak terkena DM. Terus bisa kena kanger juga. Nah jadi fundamental claimnya dokter adalah simple. Penggunaan stevia jangka panjang bisa menaikkan risiko diabetes dan kanger. Where is the evidence? Gue gak usah minta human clinical trials. Yang tunjukin kelihatan penggunaan stevia itu menyebabkan atau menaikkan risiko diabetes dan kanger. Gak usah itu. Cari aja in vitro studies, preliminary studies. Yang tunjukin kalau suatu sel dikasih stevia tiba-tiba dia jadi diabetes. Contoh beta sel pankreas sel lain tiba-tiba gak bisa produksi insulin. Atau contoh tiba-tiba adipose tissue atau fat cells. Tiba-tiba susah meregulasi insulin dan susah meregulasi glukose. Begitu kena stevia. Itu aja. Yang kedua, tunggunaan stevia jangka panjang menyebabkan bisa menaikkan risiko kanger. Simple aja dok. Coba cari preliminary studies. Dimana mereka menggunakan cancer cell lines. Yang dikasih stevia. Tiba-tiba cancernya itu proliferate. Tiba-tiba menjadi lebih banyak gitu. Atau jadi uncontrolled growth. Jadi disini gue cuma mau share gimana cara kita itu defend our claim. Simple. You're claiming something extraordinary. Contoh menggunakan stevia bisa menaikkan risiko diabetes dan kanger. That's an extraordinary claim. Lu butuh extraordinary evidence to support it. Tapi disini gak ada. Jadi inget temen-temen. Supaya argument kita itu solid. You need supporting evidence. Tapi tolong jangan bawa WHO. Please.",
570,570.wav,Surprise," Apakah ada efek negatif kalau kita itu duduk ke lamaan? Ini gue mau share satu studi dari Journal of Applied Visualogy dan ini highly cited paper. Mereka itu bagi sekelompok orang menjadi 3 kelompok. Semua itu disuruh duduk selama 4 jam. Kelompok yang pertama disuruh duduk 4 jam, gak usah ngapa-ngapain. Kelompok yang kedua, setiap setengah jam mereka itu disuruh jalan 2 menit. Kelompok yang ketiga, tetap disuruh duduk 4 jam. Tapi mereka itu disuruh jalan selama 8 menit di jam kedua. Mereka itu ngeliat ada perbedaan yang signifikan dari peredaran darah ke otak dari 2 parameter. Yaitu blood flow velocity dan juga CO2 reactivity. Jadi apa yang mereka temuin? Udah jelas orang-orang yang setiap 30 menit itu gerak sedikit. Itu peredaran darah ke otaknya jauh lebih baik dibandingkan orang-orang yang duduk selama 4 jam. Dan orang-orang yang selama 4 jam cuma jalan sekali walaupun itu jalan 10 menit. Peredaran darah ke otak ini sangat-sangat penting karena terasosiasi dengan semua penyakit-penyakit yang menyerang otak. Seperti dementia, seperti stroke, dan semua penyakit degeneratif yang terjadi di otak. Jadi ini implikasinya sangat-sangat penting terutama bagi teman-teman yang kerja kantoran dan teman-teman yang kerja itu duduk mulu. Coba teman-teman bayangin, teman-teman udah duduk seharian di kantor atau di tempat kerja. Terus pulang, duduk lagi, tidur lagi, gak ngapa-ngapain, gak ada kegiatan fisik. Jadi selalu utamakanlah ada kegiatan fisik. Semoga bermanfaat.",
571,571.wav,Surprise," Apakah bisnis lu itu di wipe out? Nah ini permasalahan kenapa bisnis itu ancur di generasi kedua ya Generasi pertama ya, maksudnya Bapak Bapak kita ya Mereka itu sukses karena kerja keras, mau berkorban setengah mati di lapangan Lu sampe keringetan lah segala macem, mau ya sampe kerja setengah mati Itulah yang buat bisnis itu sukses Tapi begitu turun ke generasi kedua, mereka malahan mau anak itu Lu dah selesai, santai aja Lu tidak menurunkan karakteristik yang bikin lu sukses Malahan lu buat generasi kedua jadi generasi ceng kan Apakah bisnis lu itu di wipe out? Tapi mereka pun juga ada universnya sendiri bro, ace-ace itu Mereka yang kumpul-kumpul di mana ace-ace itu The idea about like when we sit one another Mereka itu idea tentang anak-anaknya mereka adalah mereka happy Siapa yang paling happy anak-anaknya itu Siapa yang diantara kita semua bisa kasih anak kita paling happy Lu gak usah macem-macem, gak usah jengker balik Nah jadi kayak it's diakuin ego Orang gak sadar ya, lu lihat Hanya dalam satu generasi Sistem marketing itu berubah Itu marketing Lu ke salespeople, lu masuk-masuk, pergi hire, orang masuk ke sales gitu Dalam satu generasi, social media itu semua gone Is this one generation? Half generation, it's not even one day Kita baru jaman kita, terus Begitu masuk social media itu kan gak satu generasi itu sebenernya Half generation itu udah gone Jadi kalau lu gak mikir, lu gak bisa slui",
572,572.wav,Fear," Apakah KB wanita terutama yang berhubungan dengan hormon-hormon itu bisa menaikkan resiko serangan jantung dan struk? Ini studi yang sangat-sangat penting ya, ini baru jadi published di The BMJ. Studi ini dikerjain di 2 juta wanita dan mereka itu membandingkan wanita-wanita yang menggunakan KB terutama yang berhubungan dengan hormon-hormon dengan wanita yang tidak dan begitu melihat apakah ada kenaikan resiko serangan jantung dan struk. Jadi mereka nemuin bahwa ada kenaikan resiko serangan jantung dan struk di wanita-wanita yang berKB dengan berhubungan dengan hormon-hormon itu loh. Karena punya efek prothrombotic. KB-KB hormon itu bisa membuat pengumpulan darah. Yes, resikonya kecil, tapi kalau dilihat dari berapa banyak wanita yang menggunakan jadi resiko itu jadi kelihatan sangat-sangat nyata. Nah ini juga yang membuat saya sangat-sangat biasa bahwa KB itu seharusnya adalah dipegang oleh pria-pria. Yaitu pakai saja KB itu sarung Jony, KB Indomaret, Afamaret, so easy. Itu resiko paling rendah dan jangan lagi wanita-wanita dan istri-istri yang mengambil resiko itu loh. Istri udah hamil 9 bulan, melahirkan, mengurus anak dan segala macam. Masa harus istri lagi yang menanggung resiko penggunaan KB-KB hormonal? Itu sih kalau menurut saya ya.",
573,573.wav,Surprise," Apakah makan yang pedes-pedes itu ada manfaat kesehatannya? Ini gue mau share satu research paper terbaru yang dipublish di Nutrition Journal. Dan ini dikerjain di China, jadi itu relevan dengan kita yang orang Asia. Dan ini dikerjain di multi etnis. China itu kan gede banyak yang etnis ya. Dan ini dikerjain di multi ethnic population. Dan studi ini ngeliat di hampir 8.000 orang. Ternyata mereka itu ngeliat ada asosiasi orang-orang itu yang demen makan pedes. Penuaan biologisnya mereka, biological aging, ternyata menjadi lebih pelan. Artinya itu lebih bagus ya, jadi penuaan itu lebih pelan. Terutama di dua parameter ini, metabolic biological aging, artinya itu kesetran metabolik. Dan penuaan biologis diginjal. Conclusion dari studi ini, mereka ngeliat kemungkinan ada manfaat positif kalau lo itu makan yang pedes-pedes. Ini sedikit catatan dari gue. Kalau gue boleh nambahin dari studi ini, kemungkinan besar yang mereka maksud itu adalah pedes-pedes yang dari rempah-rempah. Jadi contohnya yang betul-betul merica, betul-betul cabe, betul-betul whatever lah, tanaman-tanaman yang kasih lo rasa pedes. Bukan dari contohnya kayak saus-sausan yang ultra processed. Oke? Semoga bermanfaat.",
574,574.wav,Trust," Apakah olahraga bisa membantu kita itu dalam mengambil keputusan yang lebih baik dalam hidup? Sebenarnya sudah banyak studi yang tunjukin kalau di orang-orang yang obesitas, yang beleber, itu mereka itu nggak bisa mengontrol impulsif behavior. Yaitu kelakunya impulsif, contohnya gimana? Lu udah tau lu obesitas, prediabetes, dan diabetes, hipertensi, dan segala macem lah. Tidak berapa di depan lu ada cake. Lu nggak mikir lagi, lu makan aja langsung, shove it into your mouth. Itulah contoh impulsif behavior. Nah, jadi di studi ini, mereka itu melihat di orang-orang yang obesitas, mereka itu disuruh turunin berat badan melalui perubahan pola makan dan perubahan gaya hidup melalui olahraga. Jadi otak mereka itu discan, dan mereka itu juga ditest impulsif behavior mereka, yaitu delay discounting, nama studinya ini. Jadi apa yang mereka temuin, di orang-orang yang obesitas ini, dengan terjadinya penurunan berat badan, baik itu dari pola makan ataupun olahraga, mereka itu lebih bisa mengontrol impulsif behavior mereka. Tapi di kursus di bagian-bagian orang-orang yang olahraga, terjadi perubahan yang lebih unik dan lebih efektif dibandingkan dengan orang-orang yang cuma dikasih perubahan pola makan. Jadi bagi temen-temen yang susah mengontrol impulsif behaviornya temen-temen, yang temen-temen udah tau bahwa ini sesuatu nggak boleh gue lakuin karena kondisi badan gue yang seperti ini. Saatnya temen-temen fokus ke penurunan berat badan menjadi berat badan yang ideal, dengan perubahan pola makan, dan yang terpenting salah satunya adalah olahraga. Semoga bermanfaat.",
575,575.wav,Surprise," back then you were actually not very engaged. I mean, you weren't interested in politics. I mean, it's like when I was much younger, I was also like, oh, what is this? It's just like not relevant to me. So what was your personal story? What happened to you that made you feel, hey, this needs to change. I'm going to make what is up Indonesia. This needs to change pronto. I think it has a lot to do with my background. So I grew up never engaging in politics, never updating myself in politics. Politics always seems very distant and doesn't really affect my life. And even if we were to engage, there'll be nothing will change anyway. So that was like the perception that I have. So I was very oblivious. And I do acknowledge that I'm very privileged that I'm able to go about my life, business as usual without acknowledging politics. But then of course there'll be a series of events, but the most significant ones are, I saw this podcast, I forgot who, but that person says that, do you realize that every single quality of your life, every single sphere of your life are actually affected by politics, for example? How expensive would your favorite food be? That's politics. Will there be cool music festival just the ones that we have earlier, right? That's politics. Can Blackpink perform at Indonesia, right? That's politics. So it's actually very close to us and it's actually very relevant in a real way. And then I realized again that, oh, Indonesia is actually a democracy, meaning that we actually get to negotiate the rules of the game we get to play. So by us not participating or being aware, it's like we're handing the steering wheel to someone else and then complaining afterwards, right? And then finally, it was actually the 2019 huge protest, student protest that really maybe like what's at stake is actually very real. And so I just can't not be apathetic or oblivious anymore. As I became more politically aware, I also became more aware that my peers are not that aware, right? During the 2019 protest, they were protesting a lot of things. Part of it was the proposed criminal code, but which already worldwide today. Yes. And also back then there was RUU PKF, which was the bill for sexual violence, which already worldwide today too. But back then it was postponed yet again, right? And then closely together with those two events was the George Floyd Black Lives Matter. Right, oh yes, 2020. Yeah, so those three events, right? And then all I see from my friends, my peers, are them speaking out about Black Lives Matter and George Floyd, which is not bad. Right. But. But you're in Indonesia. Yeah. Yeah, but then that means they care about social politics. Right. But they just care about the one in the US. Not ours. Right. And then, but they have no clue about RUU PKF, Right. About RUU HP. So it made me question, why do you care and lending your voice so much to a social political issue that is halfway across the globe, while you also have like structural issues, social political issues that are very real here. And then second is because these kids who are oblivious, they're the ones who can actually get into a room, sit at the table with policymakers. Maybe it's their dad, maybe it's their uncle, right? Or they have circles that are influential. So they're the one who actually, if they speak out, their voices can reach more influential spheres. Yeah. So it's very ironic that they're the ones who are the most oblivious. And so me and Faye, my co-founder, we had this hypothesis then. We're like, okay, so the care is there. Maybe it's language issues. Because they grew up studying in English. Very true. Their Indonesia is not that good maybe. So when they read this. Hear, hear. I know, I have the same problems when I have to read those official documents. It's not easy to get through. No, it was me too. That's why I can like guess that hypothesis, right? And so I thought, oh, maybe if I translate it in English, then make it more accessible and digestible. Full-proof social politics Indonesia for Dummies 101. I love it. With memes and stuff. So maybe. Oh, making it more fun as well. Maybe they'll understand and maybe I'll pique their interest and we'll see if the care is there. And so, What is Up Indonesia? We made that. So it's basically an experiment to test that hypothesis. And yeah, so that's.",
576,576.wav,Trust," Bagi temen-temen yang demen olahraga tapi sering sekali cedera Lu olahraga, bola cedera, futsal cedera, basket cedera, badminton cedera, lari cedera Salah satu alesannya adalah karena temen-temen itu tidak pernah olahraga yang goblok yaitu ke gym Ini gue mau share beberapa studi yang tunjukin ya resistance training yaitu kalau temen ke gym angkat beban itu akan menurunkan resiko temen-temen cedera ada saat temen-temen ngerjain olahraga yang lain Gue sendiri pribadi demen sekali olahraga-olahraga yang dinamis Gue demen, ya gue lagi coba belajar surfing, snowboarding gue udah lumayan Jadi gue demen olahraga-olahraga yang seperti itu Dan gue tahu persis karena udah gue ngeliat dengan mata kepala gue sendiri terutama di snowboarding ya di atas gunung itu Berapa banyak orang itu cedera Cedera ligamen, patah tulang, karena kan kecepatan dan lu dinamis ya Jadi kalau kita itu tidak memperkuat otot-otot dan tulang-tulangnya kita Apalagi kalau temen-temen demen olahraga yang dinamis ya itu udah pasti rentan cedera Jadi go hit the gym Perkuat semua gerakan, perkuat overall body untuk ngelakuin olahraga-olahraga yang dinamis Semoga bermanfaat",
577,577.wav,Trust," berat badannya teman-teman stak di satu titik dan tetep itu frustasi pada saat teman-teman itu lagi mau menurunkan berat badan menjadi lebih ideal jadi kenapa berat badannya teman-teman stak di satu titik itu sebenarnya gak stak jadi teman-teman harus mengerti dulu kurva biologi ini salah satu one of the biological curve yang teman-teman harus mengerti jadi ini adalah berat badannya teman-teman ini adalah waktu pada saat teman-teman kelebihan berat badan yang berlebih apalagi yang ekstrim ya, sampai 3 dihijit dan segala macem pada saat teman-teman mulai mengganti pola makan dan pola hidup itu akan turunnya cepet karena tetep masih jauh dari ideal jadi berat badan turun cepet, dalam waktu yang lebih singkat makin lama makin mendekati berat badan idealnya teman-teman itu akan terjadi perlambatan karena makin dekat dengan ideal itu gak apa-apa, itulah biologi jadi apa yang harus tetep melakukan jangan frustasi gunakanlah konsistensi dan usahanya teman-teman pada saat teman-teman di sini gunakan terus, karena hasil itu akan datang",
578,578.wav,Anger," Did Indonesians just turn the One Piece flag into a symbol of protest against their government? Well, it's August, meaning that it's Independence Month in Indonesia. And as per tradition, usually people would put up the Indonesian flag everywhere. But this year, apparently, some people are not in the mood to raise the Indonesian flag out of disappointment for their government. Instead, they're raising the One Piece Jolly Roger flag, inspired by the trend that's apparently been happening in Indonesian social media. To this, the coordinating minister for political and security affairs says that it's provocative and undermines dignity of the Indonesian flag, and even hinted at possible criminal charges. Another Goltar member even said that this can be considered as treason. Finally, according to several media analysis, this One Piece flag raising trend started end of July as a form of fancies. So there's no political undertone. It's just people, like One Piece fans, wanting to rap their favorite anime. So what probably happened is that the trend got big. One or two people joined in as a form of political expression. They got interviewed by the media. The story blew up and the government took it seriously. Now it blew out of proportion and the joke is writing itself. But then again, One Piece has always been political. Let's be real. It talks a lot about justice and freedom, and the flag actually symbolizes a form of freedom that questioned the state's definition of good and evil. Toffee himself frees a lot of islands from tyrants and can be seen as a symbol of liberation. One Piece does deal with a lot of political subjects such as racism, nationalism, corrupt government, eraser of history, persecution of intellectualism, and I mean, if the shoes fit. And let's be real. Fiction has always been used as a form of medium to communicate resistance and protests all around the world. From Les Mises song to V for Vendetta to the symbol from Hunger Game and apparently now the One Piece flag. Not only that, fandom has also been playing an active role in movement all around the world, including Indonesia. Indonesia itself is home to a large anime community and fandom, including One Piece, obviously. And has already been using anime talk to communicate their frustration towards the government, to talk politics, and basically engage in politics. Some people are communicating and engaging in their country very differently as culture and communication mesh more and more with pop culture, meme culture, the internet, social media, and fandom world. It's memeable, it's accessible, and it's basically political literacy, just not the type that the older generation is familiar with. Maybe the revolution won't be televised, but it will be tweeted, clipped, streamed, and stitched. The government should understand that demonizing this form of expression will not do anything but amplify it because you cannot stop culture. Instead of playing defensive, maybe the government should take a long hard look in the mirror on why some people refuse to raise the Indonesian flag during the Independence Day. Because when even the people who produces this I love Indonesia meme are dissolution, maybe something is definitely wrong. But honestly, maybe they're just mad because the flag is scary, you know, it's black, it has a skull. So may I suggest a more palatable flag instead?",
579,579.wav,Surprise, habis nge-gym pagi-pagi habis itu kopi bro langsung kita liat begini man what a beauty what a freaking beauty,
580,580.wav,Anger," Hati-hati konsumsi produk turunan susu yang satu ini, yaitu butter. Kita udah tahu kalau produk-produk hewan itu kurang bagus, terutama butter kenapa? Karena itu tinggi dengan saturated fat, lemak cenduh. Itu bisa ngasih kita serangan jantung dan semua penyakit metabolik. Ini gue mau share satu studi yang terbaru, yang dipublish di European Journal of Clinical Nutrition. Dan mereka tuh ngeliat di data di 2000 orang ya. Mereka bukan cuma ngeliat di konsumsi butter, tapi mereka juga membandingkan dengan konsumsi margarin di orang-orang ini, 2000 orang ya. Bukan cuma dari yang mereka konsumsi, mereka juga ngecek serum darahnya untuk HDL, triglycerida, persentase lemak di dalam badannya, dan rasio triglycerida dan HDL. Ternyata orang-orang yang konsumsi butter, mereka itu resiko kena serangan jantung dan tipe 2 diabetesnya terasosia turun malahan dengan konsumsi butter. Malahnya konsumsi margarin yang plant-based fat, fat, itu malah naik resiko mereka kena serangan jantung, penyakit jantung dan tipe 2 diabetes. Karena kemungkinan margarin itu tinggi di trans fat. Jadi apa bahayanya konsumsi produk turunan susu butter yang tinggi dengan lemak cenduh? Bahayanya adalah bagi orang-orang yang nggak nonton VT ini sampai selesai.",
581,581.wav,Trust," heboh pernyataan menteri kesehatan yang dia bilang itu kalau ukuran jeans diatas 32-33 bakalan lebih cepet koi gua mau paraphrase sedikit kalau perut kita itu buntel, beleber, gembrot kayak orang hamil tapi gak hamil akan bikin kita itu lebih cepet koi gua mau share 3 research paper terbaru yang tunjukin asosiasi kalau perut itu beleber-beleber, gembrot-gembrot kayak orang hamil tapi gak hamil perut asosiasi dengan kematian prematur yang berhubungan dengan semua penyakit metabolik contoh serangan jantung, strokla, dan segala macem gagal ginjal, liver, dan whatever iya gua 1000% setuju dengan statement ini jadi gua bingung apa yang harus diklarifikasi karena udah ada puluhan ribu sampai ratusan ribu data kali yang tunjukin kayak gitu jadi bagi elu-elu yang perutnya itu buntel, bulet, beleber kayak orang hamil tapi gak hamil segera berubah",
582,582.wav,Trust," ini ada informasi penting luar biasa soal pengganti gula pasir saya kira saya kira, aku kan lagi diet nih, aku lagi minum stevia buat pengguna stevia dalam jangka panjang itu justru berbahaya kan? iya mbak, berbahaya karena bisa meningkatin resiko kayak terkena DM terus ada bisa nengangkere juga dan itu udah ada di guidelinenya WHO jadi gua setuju sekali, makanya gua mau share beberapa research studies yang tunjukin kalau stevia itu punya efek anti diabetes dari sisi in vivo, in vitro, sampai ke clinical studies temen-temen baca aja kalau mau ngeliat, oke tinggal pause, terus screenshot temen-temen ambil titlenya masuk ke google scholar terus yang kedua, gua juga mau share bahwa sekarang udah mulai keluar emerging evidence kalau stevia itu juga punya efek anti kanker dari sisi in vitro dan in vivo studies, menarik sekali gua setuju sekali dengan kakak-kakak yang cantik-cantik dan ganteng-ganteng itu kalau konsumsi stevia itu bisa menyebabkan lu kena kanker dan diabetes karena stevia itu punya efek anti diabetes dan anti kanker",
583,583.wav,Anger," Ini adalah jenis makanan. Tugasnya teman-teman, yang pertama adalah, jangan lihat dulu komposisinya, jangan lihat komposisi di belakang ini. Lihat aja mereknya. Lihat merek, teman-teman tulis. Apakah ini termasuk makanan sehat atau enggak? Habis itu yang kedua, setelah teman-teman tulis, teman-teman dibaca komposisi di belakang. Lihat bahwa ada berapa banyak bahan-bahannya di dalam makanan ini. Tulis berapa jenis bahan-bahannya di dalam makanan ini. Setelah itu, yang ketiga, teman-teman tulis. Apakah ini termasuk makanan sehat atau enggak? Oke, saya akan membagikan ini.",
584,584.wav,Surprise," Ini gue mau tunjukin seribet apa makanan gue sehari-hari. Ini gue habis dari supermarket, kita lagi di Queenstown, New Zealand. Kita bakalan snowboard 4 hari, gue sama anak gue. Jadi apa yang gue beli untuk persediaan makanan kita? Telur. Oranges. Susu 100%. Avocado oil buat masak. Nasi untuk carbs-nya. Terus kita beli onions buat masak. Terus dagingnya gue beli beef. And chicken. Chicken gue beli tiga. Terus karena kita di motel itu disediakan garam, jadi gue ambil garam. Terus kita beli cheese yang 100% cheese. Terus gue beli saus kiwpie sedikit. Saus-sausan, gue masih toleransi kenapa? Karena gue pakai sedikit. Oke nggak mungkin kita habis satu botol ini sekali makan kan? Paling just tiny. Paling sedikit doang cuma untuk rasa. Terus, apa lagi? Terus kita beli ini sosok. Jadi dengan makan model begini, gue sekarang udah umur 40 tahun ya, tapi gue belum pernah rasain yang namanya itu sakit mah, GERD, pencernan gue bermasalah, BAB gue bermasalah, gue wasiran, gue nggak wasiran. Everything is good. Kenapa? Karena gue makan itu 99% adalah makanan real food.",
