Id,Video,Emotion,emotion_clean,emotion_label,video_path
162,https://www.instagram.com/reel/DCUXkGTyqKb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/162.mp4
163,https://www.instagram.com/reel/DL9jmalyY0P/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/163.mp4
164,https://www.instagram.com/reel/DGVkYrhzf3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/164.mp4
165,https://www.instagram.com/reel/DB-yXGOxwsm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/165.mp4
166,https://www.instagram.com/reel/DDPkkpoyq9G/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/166.mp4
167,https://www.instagram.com/reel/DB-ZPagSfcY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/167.mp4
168,https://www.instagram.com/reel/DNFODaKy1Us/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/168.mp4
169,https://www.instagram.com/reel/DGKvY7Lz-z6/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/169.mp4
170,https://www.instagram.com/reel/DMphHxmv5_Z/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/170.mp4
171,https://www.instagram.com/reel/DL6Zr4QSkUM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/171.mp4
172,https://www.instagram.com/reel/DDRjJrgykQO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/172.mp4
173,https://www.instagram.com/reel/C3cOphfynPw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/173.mp4
174,https://www.instagram.com/reel/DGVkYrhzf3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/174.mp4
175,https://www.instagram.com/reel/DFF_Fz7TaBk/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/175.mp4
176,https://www.instagram.com/reel/DL2ZmPxSsBF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/176.mp4
177,"https://www.instagram.com/reel/DNI1jwNyrfX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 										
",Surprise,Surprise,3,../data/raw/videos/Surprise/177.mp4
178,https://www.instagram.com/reel/C_aZ8XNS1Yx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/178.mp4
179,https://www.instagram.com/reel/DEzgcQJy-yy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/179.mp4
180,https://www.instagram.com/reel/DMkjkegTXs5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/180.mp4
181,https://www.instagram.com/reel/DMC4ItYSMeU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/181.mp4
182,https://www.instagram.com/reel/DGfpHvTyYhM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/182.mp4
183,https://www.instagram.com/reel/DMh3m5rvW3x/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/183.mp4
184,https://www.instagram.com/reel/DMh3m5rvW3x/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/184.mp4
185,https://www.instagram.com/reel/DCYdNL5B3rE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/185.mp4
186,https://www.instagram.com/reel/DDJwtwyJDeV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/186.mp4
187,https://www.instagram.com/reel/C3cOphfynPw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/187.mp4
188,https://www.instagram.com/reel/DMYECWsTFiJ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/188.mp4
189,https://www.instagram.com/reel/DNI1jwNyrfX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/189.mp4
190,https://www.instagram.com/reel/DGVkYrhzf3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/190.mp4
191,https://www.instagram.com/reel/DMnfSLEv_q7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/191.mp4
192,https://www.instagram.com/reel/DBP8wzKyRg8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/192.mp4
193,https://www.instagram.com/p/CFKGsqVlylO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/193.mp4
194,https://www.instagram.com/reel/DCWYeZGyB4L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,Anger,7,../data/raw/videos/Anger/194.mp4
195,https://www.instagram.com/reel/DMzjk18xmcY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/195.mp4
196,https://www.instagram.com/reel/DJbQPPKSja2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/196.mp4
197,https://www.instagram.com/reel/DHoTHN3zNpE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,Trust,1,../data/raw/videos/Trust/197.mp4
198,https://www.instagram.com/reel/DM2lwEDSjVI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise,Surprise,3,../data/raw/videos/Surprise/198.mp4
199,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Trust,Trust,1,../data/raw/videos/Trust/199.mp4
200,https://drive.google.com/file/d/174ktM20lrDfm4tIGFTTC4NBPqxit2ab_/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/200.mp4
201,https://drive.google.com/file/d/174ktM20lrDfm4tIGFTTC4NBPqxit2ab_/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/201.mp4
202,https://drive.google.com/file/d/1FTY5nRUo3ChEDywZ_k26nhmCVxPJfMJT/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/202.mp4
203,https://drive.google.com/file/d/119B50bkS2zi3gTynJmDDzhs-1SAvI_FO/view?usp=share_link,Proud,Proud,0,../data/raw/videos/Proud/203.mp4
204,https://drive.google.com/file/d/1nbo5CnW50clco9ZFd6AE4R6KUwPTYpLA/view?usp=share_link,Proud,Proud,0,../data/raw/videos/Proud/204.mp4
205,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/205.mp4
206,https://drive.google.com/file/d/13O0I8BGN2nOfKEzVsPpy2gkCVJW3Ai_L/view?usp=share_link,Trust,Trust,1,../data/raw/videos/Trust/206.mp4
207,https://drive.google.com/file/d/1FxbsOfcAFwFmxE_6ydT6onXOhToEP4wm/view?usp=share_link,Proud,Proud,0,../data/raw/videos/Proud/207.mp4
208,https://drive.google.com/file/d/1lKQYbrg7pACuUvw8Nap9Zwgwvx2KZUwN/view?usp=share_link,Trust,Trust,1,../data/raw/videos/Trust/208.mp4
209,https://drive.google.com/file/d/1E5sY0n0XBQSDOYyrF3MluFYr69xETRgY/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/209.mp4
210,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/210.mp4
211,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/211.mp4
212,https://drive.google.com/file/d/1pG2GATtjgaoBY-2E1_RkIJFu6DyppHfr/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/212.mp4
213,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/213.mp4
214,https://drive.google.com/file/d/1aqJ9hzi9WE4bs7NrqN7ciiLbk-qL3xil/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/214.mp4
215,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/215.mp4
216,https://drive.google.com/file/d/1Yqx2xGXcvKlK5MiiaR6ABUpFRiJ9eM0o/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/216.mp4
217,https://drive.google.com/file/d/1tP3XU9n0Hz7bw-i-xeARwqGVsOrUcRUN/view?usp=share_link,Trust,Trust,1,../data/raw/videos/Trust/217.mp4
218,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/218.mp4
219,https://drive.google.com/file/d/1LTqO8bBrwf_Dff57G30yvs9XMuc7Ac2K/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/219.mp4
220,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Sadness,Sadness,5,../data/raw/videos/Sadness/220.mp4
221,https://drive.google.com/file/d/1tdwOb8cuBXpbAGX8hOmG4K62c4JP9GR5/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/221.mp4
222,https://drive.google.com/file/d/1rNStUG8X1s7Gxsk7ppUkboM1bgs74ldO/view?usp=share_link,Joy,Joy,2,../data/raw/videos/Joy/222.mp4
223,https://drive.google.com/file/d/1uMJkn9Et2wBjAtSTAfGq0agFf1JQYv5S/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/223.mp4
224,https://drive.google.com/file/d/1WVED72q_6g4WpDZqMo0IxDVnNSU6Dho6/view?usp=share_link,Trust,Trust,1,../data/raw/videos/Trust/224.mp4
225,https://drive.google.com/file/d/1VhJeu7psvZDuLyG5NFB0mtuIIqW8utvQ/view?usp=share_link,Proud,Proud,0,../data/raw/videos/Proud/225.mp4
226,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/226.mp4
227,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/227.mp4
228,https://drive.google.com/file/d/11kyZ7I0ZFyc-iMez6CSXoGLNIt_gwFxb/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/228.mp4
229,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,Surprise,Surprise,3,../data/raw/videos/Surprise/229.mp4
230,https://drive.google.com/file/d/10jrGw8rZ_30qPj5iCawLVpMgpKji1Wa1/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/230.mp4
231,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Proud,Proud,0,../data/raw/videos/Proud/231.mp4
232,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/232.mp4
233,https://drive.google.com/file/d/1W1MHuBFcVp1Lro3wg-dDzrj1DzUgyFoQ/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/233.mp4
234,https://drive.google.com/file/d/1-OawfKdJ7ozcradDR4rxu4QCWtd93qY5/view?usp=share_link,Trust,Trust,1,../data/raw/videos/Trust/234.mp4
235,https://drive.google.com/file/d/1auQ3Vy3NiAzqBRWS4jkrBbjK0gxpm1oa/view?usp=sharing,Neutral,Neutral,4,../data/raw/videos/Neutral/235.mp4
236,https://drive.google.com/file/d/16CEwzTU972-N5NoaOYx_rbF8AJfqtbIT/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/236.mp4
237,https://drive.google.com/file/d/1Q6UYhFv2n4YnEsDqBpWB_WOKFAqckDqR/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/237.mp4
238,https://drive.google.com/file/d/16crPLW1l8Azp8EfeujohBtCOsdEcl3Qj/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/238.mp4
239,https://drive.google.com/file/d/1uKt0ZxUDJREefKMGeMMsaS3_IWOC3P1o/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/239.mp4
240,https://drive.google.com/file/d/15UGEQeLrgYmjSKgC63Bt0-ntc_FuVd_j/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/240.mp4
241,https://drive.google.com/file/d/1z9-ww8CVET21pVgUMOXyoK2hjllGYJUD/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/241.mp4
242,https://drive.google.com/file/d/1xnnqC_dCycMn_WX7uTEjgat_XSnfRYaF/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/242.mp4
243,https://drive.google.com/file/d/1_KjLNoBDyPq2ERIurbbpy0ymyYYTtgsc/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/243.mp4
244,https://drive.google.com/file/d/1-6kF8oGj9Wvrj9FtDLh0wYVyjxt7xADU/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/244.mp4
245,https://www.instagram.com/reel/C1WmIidBhoS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,Proud,0,../data/raw/videos/Proud/245.mp4
246,https://drive.google.com/file/d/1jbAegP8PHDVJuJvZrgSqMATDogW4Hahy/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/246.mp4
247,https://drive.google.com/file/d/1o495T41WvkbePjucBFRqY3py2bscj9j6/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/247.mp4
248,https://drive.google.com/file/d/1P2dJ0V77XLxti9Sj66vYfjHklpp_ilQ7/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/248.mp4
249,https://www.instagram.com/reel/C1gZ3ujhSJA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/249.mp4
250,https://drive.google.com/file/d/1Sjfo20LxjQYLL38rcsfMK6-mglcXkGOP/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/250.mp4
251,https://drive.google.com/file/d/1GrQmRkI5yNi6dRxBzSH2qvn1U8402Ah7/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/251.mp4
252,https://drive.google.com/file/d/1wr145RnytH5fnStLBsCJzMhUDMyt3up3/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/252.mp4
253,https://drive.google.com/file/d/1ftErla2d_xoxnPEw48O5qhOqZmU7yEoB/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/253.mp4
254,https://drive.google.com/file/d/1PzfVDLwuOuvkXMoSCSJlG4jw2gjZiw7f/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/254.mp4
255,https://drive.google.com/file/d/1kdtDhRpo6ekKfT_yjBVXoVj4WercGNuF/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/255.mp4
256,https://drive.google.com/file/d/10GXeqRPj5VjASvJUEoqiLjh7YFKilp6W/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/256.mp4
257,https://drive.google.com/file/d/1hcdeL3zzC9e_9quh-eiZoBPpcuJwfqfi/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/257.mp4
258,https://drive.google.com/file/d/1xSQdvW4eV85M8MtKiLxEbiRAnyymwnyE/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/258.mp4
259,https://drive.google.com/file/d/1rfwlzR9i7EpPyZvb_1frZyRyHlAwYkhz/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/259.mp4
260,https://drive.google.com/file/d/1dmL2iITVmznAuhUnQQ8XagExDvDuYAzJ/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/260.mp4
261,https://drive.google.com/file/d/1ATqtIf4KqJYkRafQBVI3ESNlHHbR0W15/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/261.mp4
262,https://drive.google.com/file/d/1m7bM3ghyam8eqKu0UIKYH1RkksH9UYHG/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/262.mp4
263,https://www.instagram.com/reel/CntID4iDMB_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,Joy,2,../data/raw/videos/Joy/263.mp4
264,https://drive.google.com/file/d/1YmlpSSW6yy3WyYBmjzhRhmXW6G5rgK0Z/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/264.mp4
265,https://drive.google.com/file/d/1z2XXkOsrht4DoaCiESXM57fZPD19uVeF/view?usp=sharing,Proud,Proud,0,../data/raw/videos/Proud/265.mp4
266,https://drive.google.com/file/d/1bK8tNnBPE_cIG01bREq1qaejYuJqdAuf/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/266.mp4
267,https://drive.google.com/file/d/1QeVhYOzQQzWvmASX097fx9-xgSL8aYa9/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/267.mp4
268,https://drive.google.com/file/d/1nEyJP7KLtSgQhj7-efvU7ZPuGK5m9DeD/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/268.mp4
269,https://drive.google.com/file/d/1jqczoDbEO2obyGra2bu7jwDcRgSOc4EW/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/269.mp4
270,https://drive.google.com/file/d/1PRC9-PllLNjuA6E070mqKYmOW7xnTT6e/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/270.mp4
271,https://drive.google.com/file/d/1vpPEfSUKGoFWSpXdk3HBblneBShmz6eK/view?usp=sharing,Joy,Joy,2,../data/raw/videos/Joy/271.mp4
272,https://drive.google.com/file/d/1pGzhGp_4Wns6Vu30UqnneRjaKOEfnlgv/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/272.mp4
273,https://drive.google.com/file/d/1Kll4_vIOLOE-jIQ4sHoTIwKoneMZe-s2/view?usp=sharing,Trust,Trust,1,../data/raw/videos/Trust/273.mp4
274,https://drive.google.com/file/d/11LxsYwvbPcaOSQmzQ5ijemVyHf36kZlL/view?usp=sharing,Surprise,Surprise,3,../data/raw/videos/Surprise/274.mp4
275,https://www.instagram.com/reel/DNOC_DOy_BT/?igsh=MWxxOXd5NTlyb3pjMg==,Surprise,Surprise,3,../data/raw/videos/Surprise/275.mp4
276,https://www.instagram.com/reel/DKWxq93yzSF/?igsh=MWNkOTB5aHlmczZ1Mg==,Proud,Proud,0,../data/raw/videos/Proud/276.mp4
277,https://www.instagram.com/reel/DNKcHgdA-d1/?igsh=MWFxdnhjbzh1YmdhYw%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/277.mp4
278,https://www.instagram.com/reel/DNHwrh2gnBm/?igsh=YTg3cGIycGtqbG51,Surprise,Surprise,3,../data/raw/videos/Surprise/278.mp4
279,https://www.instagram.com/reel/DM7QsjnRCoa/?igsh=NDQ1NW11a2ZiZW1y,Surprise,Surprise,3,../data/raw/videos/Surprise/279.mp4
280,https://www.instagram.com/reel/DNBBEt6Paxj/?igsh=MTB2bXgyMHhwaHI4dA%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/280.mp4
281,https://www.instagram.com/reel/DM2DYuURXAS/?igsh=Z3lzNDZtdDhxeWxn,Surprise,Surprise,3,../data/raw/videos/Surprise/281.mp4
282,https://www.instagram.com/reel/DMz13fQzZsN/?igsh=MWxxcDA3N2VsenpnZw%3D%3D,Proud,Proud,0,../data/raw/videos/Proud/282.mp4
283,https://www.instagram.com/reel/DMz1mj7s6u7/?igsh=MXQzN3ZoNWZsMGk5cg%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/283.mp4
284,https://www.instagram.com/reel/DMzlY-uxiog/?igsh=bGthOTk2Mm52YTJl,Proud,Proud,0,../data/raw/videos/Proud/284.mp4
285,https://www.instagram.com/reel/DHkjTIYx70F/?igsh=MWY3am80ZGc2aXdsOQ==,Proud,Proud,0,../data/raw/videos/Proud/285.mp4
286,https://www.instagram.com/reel/DMuCyqkJwwB/?igsh=eTg2ZWtyYTF4ZWxh,Proud,Proud,0,../data/raw/videos/Proud/286.mp4
287,https://www.instagram.com/reel/DMpUrCKxQj5/?igsh=bGh5bTBia2xmZXU4,Proud,Proud,0,../data/raw/videos/Proud/287.mp4
288,https://www.instagram.com/reel/DMozK27xS7J/?igsh=d25seXltcmc2MWpq,Surprise,Surprise,3,../data/raw/videos/Surprise/288.mp4
289,https://www.instagram.com/reel/DM0ChALScuv/?igsh=MWphajVsYzFvMWcydg==,Surprise,Surprise,3,../data/raw/videos/Surprise/289.mp4
290,https://www.instagram.com/reel/DNChSb7z2rm/?igsh=ZHU1a25uazdybm84,Trust,Trust,1,../data/raw/videos/Trust/290.mp4
291,https://www.instagram.com/reel/DMm5ofzxt1D/?igsh=OGd4eXA1MGJlaWV1,Proud,Proud,0,../data/raw/videos/Proud/291.mp4
292,http://instagram.com/reel/DMmKMrNxr50/?igsh=MWgzOHlpNnd0M3VmNw%3D%3D,Trust,Trust,1,../data/raw/videos/Trust/292.mp4
293,https://www.instagram.com/reel/DJofVAHTuMI/?igsh=Y2hvdHd0cHluMXFs,Trust,Trust,1,../data/raw/videos/Trust/293.mp4
294,https://www.instagram.com/reel/DMkLaw4Rqt5/?igsh=MWNhMnR0aHp2cnc2ZQ%3D%3D,Trust,Trust,1,../data/raw/videos/Trust/294.mp4
295,https://www.instagram.com/reel/DNIfBeBzlo_/?igsh=YTg3cW1zY3Eyd3dy,Trust,Trust,1,../data/raw/videos/Trust/295.mp4
296,https://www.instagram.com/reel/DIyUyveT0SA/?igsh=ZTEyaGRjc2dpZzhi,Surprise,Surprise,3,../data/raw/videos/Surprise/296.mp4
297,https://www.instagram.com/reel/DLj6O_fSaTB/?igsh=MWw2ZjBmNHozbnU2MQ==,Surprise,Surprise,3,../data/raw/videos/Surprise/297.mp4
298,https://www.instagram.com/reel/DM1WsB5hoAA/?igsh=MWFlc2VtZ3FjenQ1aw==,Trust,Trust,1,../data/raw/videos/Trust/298.mp4
299,https://www.instagram.com/reel/DMjo8jKRvlV/?igsh=MWp1cHZ2dXd5aTNhaw%3D%3D,Trust,Trust,1,../data/raw/videos/Trust/299.mp4
300,https://www.instagram.com/reel/DLwZD9OS3fI/?igsh=c2huZ2p3enBpaTFx,Trust,Trust,1,../data/raw/videos/Trust/300.mp4
301,https://www.instagram.com/reel/DMXQuTKRfmV/?igsh=MXRqbjN1ZXhkenpxMg%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/301.mp4
302,https://www.instagram.com/reel/DMRqecSRm7M/?igsh=MWd0ejliMHhzZjhleg%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/302.mp4
303,https://www.instagram.com/reel/DMHyhTJRej0/?igsh=MWxoeTdpaTdsMnIxcQ%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/303.mp4
304,https://www.instagram.com/reel/DLuZNKOzFQ_/?igsh=M284bXZ6a3ppZHF5,Trust,Trust,1,../data/raw/videos/Trust/304.mp4
305,https://www.instagram.com/reel/C-359jxSftg/?igsh=MTF1cGZqaWY5OGFwdg==,Trust,Trust,1,../data/raw/videos/Trust/305.mp4
306,https://www.instagram.com/reel/DHXk1LGTQo2/?igsh=MTd2NmhrYWZiMGE2Yw==,Surprise,Surprise,3,../data/raw/videos/Surprise/306.mp4
307,https://www.instagram.com/reel/DLn8SMvyPca/?igsh=Z2tndjRmM2E4emhm,Surprise,Surprise,3,../data/raw/videos/Surprise/307.mp4
308,https://www.instagram.com/reel/DLd7bkYyuV6/?igsh=azBpd2VxMW5vM2I2,Surprise,Surprise,3,../data/raw/videos/Surprise/308.mp4
309,https://www.instagram.com/reel/DLW9kprxKTe/?igsh=bmwxdWJmeGd0YXY1,Surprise,Surprise,3,../data/raw/videos/Surprise/309.mp4
310,https://www.instagram.com/reel/DLluizmyaG9/?igsh=MXRpYjVtYzZ5OHV5MQ%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/310.mp4
311,https://www.instagram.com/reel/DK6gKdAxavr/?igsh=MTFtcXMyZXFmMmk1Mg%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/311.mp4
312,https://www.instagram.com/reel/DK6P7JxR2HP/?igsh=cW1rb3J0aWg5ZTk3,Surprise,Surprise,3,../data/raw/videos/Surprise/312.mp4
313,https://www.instagram.com/reel/DK5v1dZysCd/?igsh=MWwwbGR2ZDBldzZhZg%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/313.mp4
314,https://www.instagram.com/reel/DKyoWLZxUhw/?igsh=MWptanFveHI0MTZvag%3D%3D,Surprise,Surprise,3,../data/raw/videos/Surprise/314.mp4
315,https://www.instagram.com/reel/C_XMt92y79O/?igsh=NXl4Z3J0cjR2ZHhp,Proud,Proud,0,../data/raw/videos/Proud/315.mp4
316,https://www.instagram.com/reel/DB7wNtHygCF/?igsh=a2ozNjY3Y21wOTVs,Surprise,Surprise,3,../data/raw/videos/Surprise/316.mp4
317,https://www.instagram.com/reel/DMP4bB4JTMv/?igsh=MWJxM2wxNGVpaGI1dA==,Proud,Proud,0,../data/raw/videos/Proud/317.mp4
318,https://www.instagram.com/reel/C8rVD7Tv7uo/?igsh=MWI1aGx5bXdnZjRwZA==,Proud,Proud,0,../data/raw/videos/Proud/318.mp4
319,https://www.instagram.com/reel/C5QYc03yVnT/?igsh=NWducDVqMHR3NWZq,Surprise,Surprise,3,../data/raw/videos/Surprise/319.mp4
320,https://www.instagram.com/reel/C7rBV9xySyp/?igsh=MWpldno4ZXpzdXEwMA==,Surprise,Surprise,3,../data/raw/videos/Surprise/320.mp4
321,https://www.instagram.com/reel/DDqXKnISXIM/?igsh=MThhNGtkaGZ5Y3Vxcg==,Proud,Proud,0,../data/raw/videos/Proud/321.mp4
322,https://www.instagram.com/reel/C4fOsjPRoPl/?igsh=bXlqMDg4NmdsbDYw,Surprise,Surprise,3,../data/raw/videos/Surprise/322.mp4
